#Saved Data from the class pulsed_measurement_logic on 14.03.2025 at 12h48m17s.
#
#Parameters:
#===========
#
#Approx. measurement time (s): 1.1024153979063034e+04
#Measurement sweeps: -1
#Number of laser pulses: 100
#Laser ignore indices: []
#alternating: True
#analysis parameters: {'signal_start': 5.6600000000000004e-08, 'signal_end': 7.05e-07, 'norm_start': 4e-06, 'norm_end': 4.9000000000000005e-06, 'method': 'mean_norm'}
#extraction parameters: {'count_threshold': 30, 'min_laser_length': 2e-07, 'threshold_tolerance': 2e-08, 'method': 'threshold'}
#fast counter settings: {'bin_width': 2e-10, 'record_length': 0.0018467328, 'number_of_gates': 0, 'is_gated': False}
#
#Data:
#=====
#Controlled variable(s)	Signal	Signal2	Error	Error2
3.400000000000000e-07	8.966350952634906e-01	9.216866347907584e-01	2.270861589944734e-03	2.315444482452535e-03
3.440000000000000e-07	8.952928318474330e-01	9.181660847250037e-01	2.270009358150920e-03	2.306898643617239e-03
3.480000000000000e-07	8.859430101083420e-01	9.220160195684677e-01	2.251061202790379e-03	2.316151636965686e-03
3.520000000000000e-07	8.915876118499553e-01	9.261487190998141e-01	2.259490805471563e-03	2.327422297179600e-03
3.560000000000000e-07	9.031168401476299e-01	9.236207287462904e-01	2.283956264100336e-03	2.318168662751905e-03
3.600000000000000e-07	9.076471570362210e-01	9.121133686391949e-01	2.293305042797356e-03	2.299916227840706e-03
3.640000000000000e-07	9.074432700623490e-01	9.242890059311202e-01	2.294411259414130e-03	2.323333896424754e-03
3.680000000000000e-07	9.045942292169353e-01	9.203695261004502e-01	2.287486259379573e-03	2.316749907728657e-03
3.720000000000000e-07	9.064331787117961e-01	9.359018138993056e-01	2.293397443729696e-03	2.346326006449764e-03
3.760000000000000e-07	8.987588830527611e-01	9.386535032420080e-01	2.284005747190105e-03	2.355068252347982e-03
3.800000000000000e-07	9.030288200292310e-01	9.342070862675114e-01	2.291986037372905e-03	2.348774037877601e-03
3.840000000000000e-07	9.132933723988800e-01	9.337058567279179e-01	2.311227922670145e-03	2.353198237690140e-03
3.880000000000000e-07	9.317310321441417e-01	9.206520319139908e-01	2.349507374635173e-03	2.329235057891324e-03
3.920000000000000e-07	9.376520984629554e-01	9.121511668089473e-01	2.360959215808525e-03	2.322310519575957e-03
3.960000000000000e-07	9.342378713202176e-01	9.285668126138213e-01	2.362505277511696e-03	2.354442871255934e-03
4.000000000000000e-07	9.252819384667488e-01	9.454419934869838e-01	2.349410114507239e-03	2.386454394922688e-03
4.040000000000000e-07	9.121482575162267e-01	9.577506695279087e-01	2.326546255680459e-03	2.414343497469719e-03
4.080000000000000e-07	9.173581817906377e-01	9.546627182742582e-01	2.340591065724183e-03	2.412105131227925e-03
4.120000000000000e-07	9.202533912792734e-01	9.520611696229124e-01	2.348333874694864e-03	2.401998188451542e-03
4.160000000000000e-07	9.294423580394334e-01	9.531018404290608e-01	2.367532480105364e-03	2.412850252582763e-03
4.200000000000000e-07	9.354048007478576e-01	9.529851380273419e-01	2.383187078486243e-03	2.412343440090995e-03
4.240000000000000e-07	9.223352063097281e-01	9.654416929721128e-01	2.362328094302318e-03	2.440366572833460e-03
4.280000000000000e-07	9.121633345111411e-01	9.561437498319947e-01	2.345363216737034e-03	2.427701223943528e-03
4.320000000000000e-07	9.139286394195716e-01	9.846208562829279e-01	2.348991128425278e-03	2.477025779627291e-03
4.360000000000000e-07	9.183520744308754e-01	9.816978288508994e-01	2.360765864250723e-03	2.472530212070034e-03
4.400000000000000e-07	9.258992347869173e-01	9.849582224549315e-01	2.375031220565681e-03	2.485432555101946e-03
4.440000000000000e-07	9.220812434593301e-01	9.914341659440759e-01	2.373585003802248e-03	2.498767187902619e-03
4.480000000000000e-07	9.128067910215621e-01	9.959740686598476e-01	2.355247187112816e-03	2.502432863796176e-03
4.520000000000000e-07	9.097459370633626e-01	1.006637615560174e+00	2.351821691461421e-03	2.526536444341231e-03
4.560000000000000e-07	8.987008524800171e-01	1.009534219689987e+00	2.331189107781006e-03	2.528850874955162e-03
