#Saved Data from the class pulsed_measurement_logic on 12.03.2025 at 17h56m02s.
#
#Parameters:
#===========
#
#Approx. measurement time (s): 6.4776719357967377e+03
#Measurement sweeps: -1
#Number of laser pulses: 100
#Laser ignore indices: []
#alternating: True
#analysis parameters: {'signal_start': 5.6600000000000004e-08, 'signal_end': 7.05e-07, 'norm_start': 4e-06, 'norm_end': 4.9000000000000005e-06, 'method': 'mean_norm'}
#extraction parameters: {'count_threshold': 20, 'min_laser_length': 2e-07, 'threshold_tolerance': 2e-08, 'method': 'threshold'}
#fast counter settings: {'bin_width': 2e-10, 'record_length': 0.0012739328, 'number_of_gates': 0, 'is_gated': False}
#
#Data:
#=====
#Controlled variable(s)	Signal	Signal2	Error	Error2
3.280000000000000e-07	8.539204211908419e-01	1.001542717290629e+00	2.354260141935252e-03	2.636029350073518e-03
3.320000000000000e-07	8.692144757270036e-01	1.001655921501752e+00	2.389453546582864e-03	2.637106105343358e-03
3.360000000000000e-07	8.767827228640918e-01	9.943692853876521e-01	2.407119678669880e-03	2.626798159454084e-03
3.400000000000000e-07	8.978456402195710e-01	9.774691207047320e-01	2.447004699181578e-03	2.597791066923820e-03
3.440000000000000e-07	9.172321200781072e-01	9.549943975122436e-01	2.485049275915723e-03	2.554123835358766e-03
3.480000000000000e-07	9.475271896279942e-01	9.399171972283454e-01	2.543489705792212e-03	2.533791820490992e-03
3.520000000000000e-07	9.718944699162718e-01	9.137991816469468e-01	2.593981989600232e-03	2.487213612696387e-03
3.560000000000000e-07	9.980979861988111e-01	8.919306959436732e-01	2.645414552383214e-03	2.447707053372588e-03
3.600000000000000e-07	1.019986166345913e+00	8.827646058399924e-01	2.691794562634062e-03	2.432506345354325e-03
3.640000000000000e-07	1.032187393982607e+00	8.748975680913786e-01	2.718819808845427e-03	2.421490018012880e-03
3.680000000000000e-07	1.029486539446636e+00	8.772690623886854e-01	2.719116858705893e-03	2.428475687253579e-03
3.720000000000000e-07	1.027061705344382e+00	8.931156978850529e-01	2.716879810882074e-03	2.463267441236412e-03
3.760000000000000e-07	1.006299559109659e+00	9.136488174480785e-01	2.680559286133517e-03	2.505712791805806e-03
3.800000000000000e-07	9.808225388429036e-01	9.453690666728920e-01	2.634579239914449e-03	2.571097791740807e-03
3.840000000000000e-07	9.567771457299238e-01	9.738379671384572e-01	2.591672191790998e-03	2.621786662343541e-03
3.880000000000000e-07	9.331919912995595e-01	1.006352630987608e+00	2.552442964810137e-03	2.689412159495832e-03
3.920000000000000e-07	9.050989217746178e-01	1.033121785820834e+00	2.500032610843378e-03	2.742941854113703e-03
3.960000000000000e-07	8.861391851405992e-01	1.054337679511899e+00	2.461616341928481e-03	2.783240219599336e-03
4.000000000000000e-07	8.746940699566714e-01	1.064840235065510e+00	2.442180496023155e-03	2.808008873225394e-03
4.040000000000000e-07	8.673306544301425e-01	1.076387673368824e+00	2.425362413393125e-03	2.831224350272217e-03
4.080000000000000e-07	8.780855776165457e-01	1.077984218001152e+00	2.449991669964180e-03	2.831854410394502e-03
4.120000000000000e-07	8.784057593020652e-01	1.070842299511079e+00	2.452602387379721e-03	2.816910873946090e-03
4.160000000000000e-07	8.871608783101684e-01	1.064702341808938e+00	2.466222182475965e-03	2.800840261418581e-03
4.200000000000000e-07	8.876637877111440e-01	1.056844175231209e+00	2.464154961652447e-03	2.785233423272897e-03
4.240000000000000e-07	8.907238786292809e-01	1.049101472791461e+00	2.467714888406571e-03	2.770102991558382e-03
4.280000000000000e-07	8.939024565096881e-01	1.046322105067788e+00	2.478444620084090e-03	2.757337099052419e-03
4.320000000000000e-07	8.906769124001696e-01	1.050515353000778e+00	2.466925079775733e-03	2.769981103125786e-03
4.360000000000000e-07	8.854036628227759e-01	1.051020855635304e+00	2.453910680839951e-03	2.763384110882289e-03
4.400000000000000e-07	8.787799834434363e-01	1.046470051183368e+00	2.435133605954517e-03	2.755215443979440e-03
4.440000000000000e-07	8.723901857422970e-01	1.050811962615653e+00	2.417891747636195e-03	2.761375269881671e-03
4.480000000000000e-07	8.651063215661905e-01	1.043072500581413e+00	2.401467712044623e-03	2.739237134583428e-03
4.520000000000000e-07	8.647094870810749e-01	1.046711973508970e+00	2.399619413114896e-03	2.748180092352618e-03
4.560000000000000e-07	8.670678982613793e-01	1.042052347850531e+00	2.403599997117234e-03	2.732500052229878e-03
