#Saved Data from the class pulsed_measurement_logic on 11.03.2025 at 23h52m52s.
#
#Parameters:
#===========
#
#Approx. measurement time (s): 1.5221377246856689e+04
#Measurement sweeps: -1
#Number of laser pulses: 100
#Laser ignore indices: []
#alternating: True
#analysis parameters: {'signal_start': 5.6600000000000004e-08, 'signal_end': 7.05e-07, 'norm_start': 4e-06, 'norm_end': 4.9000000000000005e-06, 'method': 'mean_norm'}
#extraction parameters: {'count_threshold': 50, 'min_laser_length': 2e-07, 'threshold_tolerance': 2e-08, 'method': 'threshold'}
#fast counter settings: {'bin_width': 2e-10, 'record_length': 0.0008443264, 'number_of_gates': 0, 'is_gated': False}
#
#Data:
#=====
#Controlled variable(s)	Signal	Signal2	Error	Error2
3.320000000000000e-07	8.796708771923638e-01	1.060849413766167e+00	1.303425522630017e-03	1.487881290475663e-03
3.360000000000000e-07	8.791864071621978e-01	1.057489534387815e+00	1.302196703710361e-03	1.484125724616564e-03
3.400000000000000e-07	8.804454950536605e-01	1.053796249899927e+00	1.303582651697521e-03	1.479860696606013e-03
3.440000000000000e-07	8.816609802271921e-01	1.053465492491371e+00	1.306057854120791e-03	1.478283817797504e-03
3.480000000000000e-07	8.811709371146714e-01	1.050764807826700e+00	1.303371426141336e-03	1.474923819125339e-03
3.520000000000000e-07	8.842275636494726e-01	1.052671465200145e+00	1.305859691716651e-03	1.477502606254608e-03
3.560000000000000e-07	8.810116384058795e-01	1.048210243517823e+00	1.301129142835488e-03	1.471001989661139e-03
3.600000000000000e-07	8.835054973685852e-01	1.046544406626961e+00	1.304407865645486e-03	1.469860093432535e-03
3.640000000000000e-07	8.795592216611371e-01	1.044798979972598e+00	1.298628101417067e-03	1.466230524182009e-03
3.680000000000000e-07	8.813261280270944e-01	1.045707447698038e+00	1.299794848700471e-03	1.466101696762814e-03
3.720000000000000e-07	8.768344004891798e-01	1.041787729354386e+00	1.293745839082323e-03	1.461244064140654e-03
3.760000000000000e-07	8.785060457792814e-01	1.041251127919999e+00	1.294262378127101e-03	1.459537256118298e-03
3.800000000000000e-07	8.802634978407301e-01	1.041534676653628e+00	1.296253716219132e-03	1.458680989276164e-03
3.840000000000000e-07	8.771990583458553e-01	1.040654254333030e+00	1.292408337327048e-03	1.456309406410175e-03
3.880000000000000e-07	8.763661014095208e-01	1.040390202817527e+00	1.290863859943553e-03	1.455315993031134e-03
3.920000000000000e-07	8.725511949660882e-01	1.037534916434040e+00	1.284310112164199e-03	1.451590745760819e-03
3.960000000000000e-07	8.732403853711217e-01	1.038858902252875e+00	1.284249183513399e-03	1.451557893070131e-03
4.000000000000000e-07	8.705788815585045e-01	1.034017495296828e+00	1.281911618386843e-03	1.444318520023855e-03
4.040000000000000e-07	8.686657113080669e-01	1.036777597389162e+00	1.278259738135825e-03	1.446218501001994e-03
4.080000000000000e-07	8.671940972607176e-01	1.037085264470741e+00	1.275032094468991e-03	1.446540476227183e-03
4.120000000000000e-07	8.649333279624408e-01	1.031773346968555e+00	1.271247282155302e-03	1.437802539613650e-03
4.160000000000000e-07	8.640948177999238e-01	1.030839720152165e+00	1.269632357801979e-03	1.436092392350743e-03
4.200000000000000e-07	8.615332319238064e-01	1.034954862815367e+00	1.266309057711452e-03	1.440286124208512e-03
4.240000000000000e-07	8.609091051254115e-01	1.031249338853792e+00	1.264448619161036e-03	1.435631564221085e-03
4.280000000000000e-07	8.579672889012191e-01	1.029109450418425e+00	1.260726777726788e-03	1.430751458051247e-03
4.320000000000000e-07	8.564697914131140e-01	1.028954726141174e+00	1.258822472167380e-03	1.429969264398337e-03
4.360000000000000e-07	8.532830823508055e-01	1.031034029806140e+00	1.254144777749764e-03	1.431992452850809e-03
4.400000000000000e-07	8.520562020917872e-01	1.030505871050844e+00	1.252292778604121e-03	1.429555994345175e-03
4.440000000000000e-07	8.515959636279712e-01	1.031090892602029e+00	1.251022356638287e-03	1.430851108444475e-03
4.480000000000000e-07	8.470527437933153e-01	1.026199636130626e+00	1.245606960880430e-03	1.423741242947584e-03
4.520000000000000e-07	8.474600637957278e-01	1.025701599191843e+00	1.245394958217917e-03	1.422421084527918e-03
4.560000000000000e-07	8.463114738915986e-01	1.030067824806051e+00	1.243793668266711e-03	1.427890333789759e-03
