#Saved Data from the class pulsed_measurement_logic on 12.03.2025 at 16h07m39s.
#
#Parameters:
#===========
#
#Approx. measurement time (s): 4.6955904097557068e+03
#Measurement sweeps: -1
#Number of laser pulses: 100
#Laser ignore indices: []
#alternating: True
#analysis parameters: {'signal_start': 5.6600000000000004e-08, 'signal_end': 7.05e-07, 'norm_start': 4e-06, 'norm_end': 4.9000000000000005e-06, 'method': 'mean_norm'}
#extraction parameters: {'count_threshold': 20, 'min_laser_length': 2e-07, 'threshold_tolerance': 2e-08, 'method': 'threshold'}
#fast counter settings: {'bin_width': 2e-10, 'record_length': 0.0012023296, 'number_of_gates': 0, 'is_gated': False}
#
#Data:
#=====
#Controlled variable(s)	Signal	Signal2	Error	Error2
3.160000000000000e-07	1.060876146560100e+00	9.394276300543891e-01	3.175973424798717e-03	2.918659979451596e-03
3.200000000000000e-07	1.060828086265917e+00	9.382487559339558e-01	3.174718049671630e-03	2.911821237721390e-03
3.240000000000000e-07	1.059251911198545e+00	9.420964406805704e-01	3.165760205428501e-03	2.919693054873743e-03
3.280000000000000e-07	1.053615691906198e+00	9.408432866647652e-01	3.152811228590000e-03	2.910142459993572e-03
3.320000000000000e-07	1.039017440092098e+00	9.449763328082492e-01	3.125241277127507e-03	2.921797645259645e-03
3.360000000000000e-07	1.032191985554233e+00	9.624289897651330e-01	3.106182058979615e-03	2.960334573313150e-03
3.400000000000000e-07	1.009450168554731e+00	9.704147273548878e-01	3.053335240828558e-03	2.968399255887289e-03
3.440000000000000e-07	9.993026829879598e-01	9.883102948605006e-01	3.031426120166480e-03	3.006490680923602e-03
3.480000000000000e-07	9.830523671237585e-01	1.000174364939422e+00	2.991716943375019e-03	3.027505357033594e-03
3.520000000000000e-07	9.639027311277029e-01	1.013793808197103e+00	2.949722808835308e-03	3.050308160338315e-03
3.560000000000000e-07	9.518207132305916e-01	1.026724300002334e+00	2.917782892689555e-03	3.074862544352426e-03
3.600000000000000e-07	9.427049218720220e-01	1.023539424767517e+00	2.894118686902707e-03	3.062591832621708e-03
3.640000000000000e-07	9.334968452215193e-01	1.029649083445917e+00	2.869386060826352e-03	3.076776737262686e-03
3.680000000000000e-07	9.364253981638696e-01	1.026936199956685e+00	2.876159969220905e-03	3.067813091366948e-03
3.720000000000000e-07	9.445106644286608e-01	1.000964866429207e+00	2.887501677297617e-03	3.001119687412941e-03
3.760000000000000e-07	9.555015897297842e-01	1.002994150328087e+00	2.900656014262134e-03	3.008661589381419e-03
3.800000000000000e-07	9.678596157455978e-01	9.818706323991226e-01	2.924980779713357e-03	2.958995592957045e-03
3.840000000000000e-07	9.830915001491711e-01	9.623195777850607e-01	2.957732329369644e-03	2.907830322494473e-03
3.880000000000000e-07	1.004206335757315e+00	9.426777845304350e-01	3.001621618368071e-03	2.870859651010626e-03
3.920000000000000e-07	1.009453389446445e+00	9.248744714420191e-01	3.005221022821489e-03	2.826126772399513e-03
3.960000000000000e-07	1.025133013554143e+00	9.032509716590242e-01	3.038312467564426e-03	2.779932490474594e-03
4.000000000000000e-07	1.035186695625072e+00	8.877344966385912e-01	3.055449096563207e-03	2.739203662353834e-03
4.040000000000000e-07	1.040459624880319e+00	8.804676475212716e-01	3.070256380248803e-03	2.725433006079134e-03
4.080000000000000e-07	1.031315506769217e+00	8.754991688647470e-01	3.042349673568916e-03	2.711459108985396e-03
4.120000000000000e-07	1.032374272784840e+00	8.740228796743754e-01	3.044012356361852e-03	2.716570287532709e-03
4.160000000000000e-07	1.038110872521770e+00	8.734035397657989e-01	3.051978977532676e-03	2.708339997310810e-03
4.200000000000000e-07	1.043478303933376e+00	8.762860548876756e-01	3.070786040973536e-03	2.714790991643251e-03
4.240000000000000e-07	1.035376420428349e+00	8.721535657205389e-01	3.050653198720000e-03	2.700228584118826e-03
4.280000000000000e-07	1.040573562066949e+00	8.814345308631177e-01	3.066044478100863e-03	2.730136001537524e-03
4.320000000000000e-07	1.044036263676246e+00	8.878392236661403e-01	3.074353999989757e-03	2.740059275579534e-03
4.360000000000000e-07	1.039336406203242e+00	8.854066741000807e-01	3.061596310026351e-03	2.738730374625760e-03
4.400000000000000e-07	1.036017100915668e+00	8.838256475778314e-01	3.056015440322807e-03	2.735959514128512e-03
4.440000000000000e-07	1.040849302791743e+00	8.877831871749819e-01	3.070980252724129e-03	2.748921731376666e-03
4.480000000000000e-07	1.047711780233896e+00	8.919943289013901e-01	3.090912923308800e-03	2.761956537358771e-03
4.520000000000000e-07	1.048293532056326e+00	8.906398500759465e-01	3.090156752419003e-03	2.760038061937532e-03
4.560000000000000e-07	1.055545401393255e+00	8.939367099227826e-01	3.118060431648318e-03	2.771561073768249e-03
